mountain_no,mountain_name,review_category,proposed_candidate_id,proposed_candidate_type,canonical_summit_candidate_id,supplemental_candidate_id,supplemental_duplicate_of_canonical_candidate_id,distance_supplemental_to_canonical_m,proposed_lat,proposed_lon,proposed_ele_m,source_gpx_basename,distance_gemini_to_proposed_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
99,鉢巻山,gemini_only_coordinate_review,,,,,,,34.285833,133.181667,142,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
103,篠山,gemini_only_coordinate_review,,,,,,,32.965556,132.6625,1065,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
107,面河の頭,gemini_only_coordinate_review,,,,,,,33.748333,133.056944,1866,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
118,湯築山,gemini_only_coordinate_review,,,,,,,33.845833,132.785278,71,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
170,高山,gemini_only_coordinate_review,,,,,,,34.113056,132.946389,135,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
171,塔ノ峰,gemini_only_coordinate_review,,,,,,,34.111111,132.9575,150,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
172,海山,gemini_only_coordinate_review,,,,,,,34.111111,132.966944,155,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
175,医王山,gemini_only_coordinate_review,,,,,,,33.911389,133.069167,100,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
177,佐々久山,gemini_only_coordinate_review,,,,,,,33.931944,133.090556,56,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
179,天山,gemini_only_coordinate_review,,,,,,,33.823611,132.778056,51,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
180,東山,gemini_only_coordinate_review,,,,,,,33.811389,133.364444,1392,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
182,河原樋山,gemini_only_coordinate_review,,,,,,,33.708789,132.813878,864,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
183,真松嶺,gemini_only_coordinate_review,,,,,,,33.719623,132.805391,548,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
184,柿王寺森,gemini_only_coordinate_review,,,,,,,33.724167,132.803889,545,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
187,津田山,gemini_only_coordinate_review,,,,,,,33.825556,132.713889,110,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
188,弁天山,gemini_only_coordinate_review,,,,,,,33.821389,132.711944,130,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
190,黒瀬山（黒瀬城址）,gemini_only_coordinate_review,,,,,,,33.359167,132.523889,341,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
191,岡山（岡城址）,gemini_only_coordinate_review,,,,,,,33.364444,132.531389,360,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
195,由良山,gemini_only_coordinate_review,,,,,,,33.111111,132.441944,249,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
196,大森山,gemini_only_coordinate_review,,,,,,,33.483611,132.321389,291,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
197,見晴山,gemini_only_coordinate_review,,,,,,,33.4475,132.203611,395,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
198,権現山,gemini_only_coordinate_review,,,,,,,33.445278,132.197222,375,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
200,石神山,gemini_only_coordinate_review,,,,,,,33.464444,132.235556,303,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
203,谷田山,gemini_only_coordinate_review,,,,,,,33.901111,132.695278,78,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
204,金毘羅山,gemini_only_coordinate_review,,,,,,,33.897222,132.691389,41,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
205,佐古田山,gemini_only_coordinate_review,,,,,,,33.905556,132.699722,77,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
207,尾崎山,gemini_only_coordinate_review,,,,,,,33.963333,132.8075,260,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
211,明神ヶ森,gemini_only_coordinate_review,,,,,,,33.836667,132.895556,1217,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
212,南三方ヶ森,gemini_only_coordinate_review,,,,,,,33.876389,132.918611,1156,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
213,魚谷森,gemini_only_coordinate_review,,,,,,,33.830556,132.887222,1005,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
218,えんとつ山,gemini_only_coordinate_review,,,,,,,33.905634,133.278335,127,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
219,生子山,gemini_only_coordinate_review,,,,,,,33.901111,133.277222,301,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
220,犬返,gemini_only_coordinate_review,,,,,,,33.8825,133.284444,576,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
221,種子川山,gemini_only_coordinate_review,,,,,,,33.881389,133.292222,539,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
224,上兜山,gemini_only_coordinate_review,,,,,,,33.858333,133.297222,1559,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
226,黒森山,gemini_only_coordinate_review,,,,,,,33.818889,132.923889,1154,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
227,菊ヶ森,gemini_only_coordinate_review,,,,,,,33.645556,132.884722,914,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
230,木久ヶ森,gemini_only_coordinate_review,,,,,,,33.895556,133.153889,752,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
231,黒滝山,gemini_only_coordinate_review,,,,,,,33.882778,133.161111,809,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
235,善神山,gemini_only_coordinate_review,,,,,,,33.823611,132.969444,1094,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
236,前善神山,gemini_only_coordinate_review,,,,,,,33.818333,132.966389,1070,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
237,五葉が森,gemini_only_coordinate_review,,,,,,,33.951111,132.951111,841,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
240,八巻山,gemini_only_coordinate_review,,,,,,,33.864167,133.333333,1698,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
241,ベツソ山,gemini_only_coordinate_review,,,,,,,33.7225,132.658889,266,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
242,歯朶谷山,gemini_only_coordinate_review,,,,,,,33.681667,132.693611,314,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
244,二ノ岳,gemini_only_coordinate_review,,,,,,,33.664444,132.935556,1156,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
245,高森,gemini_only_coordinate_review,,,,,,,33.564722,133.003333,1360,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
253,秦皇山,gemini_only_coordinate_review,,,,,,,33.649722,132.721389,874,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
254,平岡山(平岡城址),gemini_only_coordinate_review,,,,,,,33.682222,132.648333,414,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
255,竜門山,gemini_only_coordinate_review,,,,,,,33.882222,133.018611,439,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
256,大黒山,gemini_only_coordinate_review,,,,,,,33.951111,133.123889,321,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
260,開山,gemini_only_coordinate_review,,,,,,,34.223889,133.0675,149,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
269,櫨ヶ森,gemini_only_coordinate_review,,,,,,,33.174444,132.628889,1064,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
276,白山,gemini_only_coordinate_review,,,,,,,33.882222,132.846944,327,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
280,御勧請山,gemini_only_coordinate_review,,,,,,,33.881111,132.851944,327,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
281,トギ,gemini_only_coordinate_review,,,,,,,33.565556,132.613889,391,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
282,張木山,gemini_only_coordinate_review,,,,,,,33.561111,132.618611,468,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
283,高手山,gemini_only_coordinate_review,,,,,,,33.498333,132.614444,381,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
285,御祝山,gemini_only_coordinate_review,,,,,,,33.243333,132.654444,999,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
286,横ノ森,gemini_only_coordinate_review,,,,,,,33.193611,132.621389,1200,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
294,八辻ノ峰,gemini_only_coordinate_review,,,,,,,33.741111,133.107222,1724,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
297,狼ヶ城山,gemini_only_coordinate_review,,,,,,,33.606111,132.955278,1380,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
298,日浦嶺,gemini_only_coordinate_review,,,,,,,33.680278,132.842778,901,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
299,打越山,gemini_only_coordinate_review,,,,,,,33.685278,132.825278,860,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
303,名石山,gemini_only_coordinate_review,,,,,,,33.916389,132.831389,297,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
304,青刈山,gemini_only_coordinate_review,,,,,,,34.254167,133.023889,342,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
306,黒森山,gemini_only_coordinate_review,,,,,,,33.784444,133.096389,1678,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
307,沓掛山,gemini_only_coordinate_review,,,,,,,33.778889,133.203333,1691,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
309,平家平,gemini_only_coordinate_review,,,,,,,33.811111,133.411111,1693,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
312,男山,gemini_only_coordinate_review,,,,,,,33.805556,133.193889,1838,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
313,瓶ヶ森,gemini_only_coordinate_review,,,,,,,33.805556,133.197222,1897,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
316,高縄山,gemini_only_coordinate_review,,,,,,,33.942778,132.868611,993,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
319,猿越山,gemini_only_coordinate_review,,,,,,,33.605,132.964167,1435,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
320,銅山峰,gemini_only_coordinate_review,,,,,,,33.864722,133.284444,1330,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
321,西山,gemini_only_coordinate_review,,,,,,,33.861111,133.297222,1429,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
322,三の森,gemini_only_coordinate_review,,,,,,,33.811389,133.189444,1154,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
325,三ッ足山,gemini_only_coordinate_review,,,,,,,33.914444,133.606944,1103,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
326,カガマシ山,gemini_only_coordinate_review,,,,,,,33.911111,133.593611,1343,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
327,橡尾山,gemini_only_coordinate_review,,,,,,,33.905556,133.584167,1222,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
329,ハネズル山,gemini_only_coordinate_review,,,,,,,33.824722,133.568333,1299,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
331,五郎丸,gemini_only_coordinate_review,,,,,,,33.916944,133.585278,595,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
332,高丸,gemini_only_coordinate_review,,,,,,,33.918611,133.578333,589,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
333,金見山,gemini_only_coordinate_review,,,,,,,33.915278,133.584722,596,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
334,木峰,gemini_only_coordinate_review,,,,,,,33.910278,133.576111,594,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
335,天狗森,gemini_only_coordinate_review,,,,,,,33.908889,133.571944,535,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
336,唐谷山,gemini_only_coordinate_review,,,,,,,33.905556,133.566389,485,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
337,龍王山,gemini_only_coordinate_review,,,,,,,33.901111,133.561944,450,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
338,大谷山,gemini_only_coordinate_review,,,,,,,33.903611,133.575278,507,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
339,城山,gemini_only_coordinate_review,,,,,,,34.020833,133.573889,62,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
340,本尊山,gemini_only_coordinate_review,,,,,,,33.718889,132.693333,187,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
344,陣が森,gemini_only_coordinate_review,,,,,,,33.743056,132.784722,538,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
345,岩が森,gemini_only_coordinate_review,,,,,,,33.7475,132.791389,413,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
347,高萩山,gemini_only_coordinate_review,,,,,,,33.753889,132.776389,356,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
349,八倉山,gemini_only_coordinate_review,,,,,,,33.758056,132.793889,257,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
351,水晶ヶ森,gemini_only_coordinate_review,,,,,,,33.743889,132.766111,403,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
352,笹ヶ平山,gemini_only_coordinate_review,,,,,,,33.764722,132.805833,261,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
353,壺神山,gemini_only_coordinate_review,,,,,,,33.585556,132.553889,971,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
355,足山,gemini_only_coordinate_review,,,,,,,33.606944,132.579444,675,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
358,小山岳,gemini_only_coordinate_review,,,,,,,33.878889,132.844167,435,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
359,勝山,gemini_only_coordinate_review,,,,,,,33.882778,132.841389,385,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
363,天が森,gemini_only_coordinate_review,,,,,,,33.483611,132.441944,393,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
364,浄心山,gemini_only_coordinate_review,,,,,,,33.528889,132.421111,781,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
365,銅が鳴,gemini_only_coordinate_review,,,,,,,33.535,132.429444,767,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
367,西の山,gemini_only_coordinate_review,,,,,,,33.9575,133.431389,244,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
368,北山,gemini_only_coordinate_review,,,,,,,33.951111,133.423611,241,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
372,亀老山,gemini_only_coordinate_review,,,,,,,34.119444,133.029444,301,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
381,霊仙山,gemini_only_coordinate_review,,,,,,,34.020556,132.997222,156,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
382,若いもん山,gemini_only_coordinate_review,,,,,,,34.016667,133.003333,127,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
394,大里山,gemini_only_coordinate_review,,,,,,,33.9575,132.623611,296,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
395,北ヶ森,gemini_only_coordinate_review,,,,,,,33.725833,132.813889,1010,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
397,竜王山,gemini_only_coordinate_review,,,,,,,33.376944,132.531389,460,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
398,岳山,gemini_only_coordinate_review,,,,,,,33.535833,132.610556,606,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
399,一ヶ森,gemini_only_coordinate_review,,,,,,,33.528333,132.611389,597,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
400,愛の森,gemini_only_coordinate_review,,,,,,,33.506667,132.593611,466,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
401,京の森,gemini_only_coordinate_review,,,,,,,33.532778,132.631667,545,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
402,大迫山,gemini_only_coordinate_review,,,,,,,33.543333,132.628889,559,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
