mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
12,経座ヶ森,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,735,104.76,0.6345,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"松瀬川, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=経座ヶ森(#12); candidate=summit-candidate:59c561a08189d6b9; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
13,谷上山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,455,1.9,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊予市,,伊予市,"伊予市, 愛媛県, 799-3193, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=谷上山(#13); candidate=summit-candidate:0eff3d1ea2b48d73; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
14,権現山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,479,6.21,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊予市,,伊予市,"大平砥部線, 鵜崎, 伊予市, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=権現山(#14); candidate=summit-candidate:2c817617699a0a45; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
15,白滝山,summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,510.2597700981308,504,6.26,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊予市,,伊予市,"大平砥部線, 鵜崎, 伊予市, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=白滝山(#15); candidate=summit-candidate:ea5f711625df386b; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
16,障子山,summit-candidate:a0ef25e9a532b62e,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,888.5027304594954,885,3.5,0.728,1,1,0.0935,true,true,medium,high,high,resolve_conflict,exact_municipality_match,伊予市,,伊予,"鵜崎, 砥部町, 伊予郡, 愛媛県, 791-2133, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=障子山(#16); candidate=summit-candidate:a0ef25e9a532b62e; ref_score=0.728; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
17,伽藍山,summit-candidate:da46e12c02d47edf,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,413.7400702411658,414,0.26,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊方町,,伊方町,"松, 伊方町, 西宇和郡, 愛媛県, 796-0899, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=伽藍山(#17); candidate=summit-candidate:da46e12c02d47edf; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
18,塩ヶ森,summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,522.6766666666666,526,3.32,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=塩ヶ森(#18); candidate=summit-candidate:0c210f0edfbda06f; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
19,番駄ヶ森,summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,600.8033333333334,605,4.2,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"南方, 東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=番駄ヶ森(#19); candidate=summit-candidate:a637fbc518f58ac5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
20,ケタ山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,659,12.52,0.7365,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=ケタ山(#20); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
21,大磨山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,648,1.52,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=大磨山(#21); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
22,鍵山（象ヶ森）,summit-candidate:c2491268ea5645b7,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,801.5633333333334,804,2.44,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=鍵山（象ヶ森）(#22); candidate=summit-candidate:c2491268ea5645b7; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
23,天神山,summit-candidate:543b4550a3ef3e87,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,195.11333333333334,200,4.89,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"祝谷六丁目, 祝谷西町, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=天神山(#23); candidate=summit-candidate:543b4550a3ef3e87; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
24,御幸寺山,summit-candidate:e4808690532bb46c,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,158.70333333333335,165,6.3,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"祝谷三丁目, 道後北代, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=御幸寺山(#24); candidate=summit-candidate:e4808690532bb46c; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
25,愛宕山,summit-candidate:d9391b001d4bc442,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,120.82333333333334,115,5.82,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"弘法大師像, 国道317号, 石手一丁目, 新石手, 松山市, 愛媛県, 790-0852, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=愛宕山(#25); candidate=summit-candidate:d9391b001d4bc442; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
26,常光寺山,summit-candidate:d9391b001d4bc442,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,120.82333333333334,124,3.18,0.7875,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"弘法大師像, 国道317号, 石手一丁目, 新石手, 松山市, 愛媛県, 790-0852, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=常光寺山(#26); candidate=summit-candidate:d9391b001d4bc442; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
27,杉立山,summit-candidate:17c3649ad9b147ce,yamap_2026-01-07_07_05.gpx,御在所山,665.1833333333333,669,3.82,0.3105,1,9,0,false,false,low,high,high,resolve_conflict,boundary_tolerated_mismatch,松山市,,,"大洲市, 愛媛県, 797-1507, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,top_1_but_ambiguous|strong_evidence_with_mismatch|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=杉立山(#27); candidate=summit-candidate:17c3649ad9b147ce; ref_score=0.3105; ref_rank=1; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=top_1_but_ambiguous,strong_evidence_with_mismatch,top_candidate_for_multiple_mountains"
28,岩柄山,summit-candidate:7d7066baad9d7077,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,505.77666666666664,507,1.22,0.49,1,4,0.051,false,false,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"湯山柳, 松山市, 愛媛県, 790-2648, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=岩柄山(#28); candidate=summit-candidate:7d7066baad9d7077; ref_score=0.49; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
29,高山,summit-candidate:8ff6361109e5ed5c,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,121.16666666666667,463,341.83,0.6345,1,1,0,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"小浜, 松山市, 愛媛県, 791-4599, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=高山(#29); candidate=summit-candidate:8ff6361109e5ed5c; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
30,勝岡山,summit-candidate:43911aa413390192,yamap_2022-06-29_08_48.gpx,横山(横山城址),449.0333333333333,453,3.97,0.49,1,2,0.051,false,true,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"麓, 松山市, 愛媛県, 790-2648, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=勝岡山(#30); candidate=summit-candidate:43911aa413390192; ref_score=0.49; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
31,西山,summit-candidate:bdfa250c89c1ca90,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,168.98333333333335,172,3.02,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"高浜トンネル, 高浜町一丁目, 新浜町, 松山市, 愛媛県, 791-8081, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=西山(#31); candidate=summit-candidate:bdfa250c89c1ca90; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
32,岩子山,summit-candidate:23c112538ef91e0d,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,195.95000000000002,181,14.95,0.7365,1,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"高浜トンネル, 高浜町一丁目, 新浜町, 松山市, 愛媛県, 791-8081, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=岩子山(#32); candidate=summit-candidate:23c112538ef91e0d; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
33,経ヶ森,summit-candidate:23c112538ef91e0d,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,195.95000000000002,200,4.05,0.7875,1,1,0.102,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"高浜トンネル, 高浜町一丁目, 新浜町, 松山市, 愛媛県, 791-8081, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=経ヶ森(#33); candidate=summit-candidate:23c112538ef91e0d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
34,護摩ヶ森,summit-candidate:bdfa250c89c1ca90,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,168.98333333333335,170,1.02,0.7875,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"高浜トンネル, 高浜町一丁目, 新浜町, 松山市, 愛媛県, 791-8081, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=護摩ヶ森(#34); candidate=summit-candidate:bdfa250c89c1ca90; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
35,御岳山,summit-candidate:54cf4155ab259d9d,yamap_2022-02-26_07_43.gpx,御岳山,430.59999999999997,438,7.4,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"下林, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=御岳山(#35); candidate=summit-candidate:54cf4155ab259d9d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
36,石槌山,summit-candidate:54cf4155ab259d9d,yamap_2022-02-26_07_43.gpx,御岳山,430.59999999999997,252,178.6,0.6345,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"下林, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=石槌山(#36); candidate=summit-candidate:54cf4155ab259d9d; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
37,日王山,summit-candidate:2011a6c909945d6f,yamap_2026-04-12_11_03.gpx,権現山,102.87,109,6.13,0.49,1,2,0,false,true,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"弁天山トンネル, 北斎院町, 松山市, 愛媛県, 791-8031, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=日王山(#37); candidate=summit-candidate:2011a6c909945d6f; ref_score=0.49; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
38,重茂山,summit-candidate:fbd725fc8006e2c8,yamap_2022-02-28_13_13.gpx,花木山,50.49,291,240.51,0.6345,1,2,0.1445,false,true,medium,high,high,resolve_conflict,exact_municipality_match,今治市,,今治市,"大西町九王, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=重茂山(#38); candidate=summit-candidate:fbd725fc8006e2c8; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
39,花木山,summit-candidate:fbd725fc8006e2c8,yamap_2022-02-28_13_13.gpx,花木山,50.49,53,2.51,0.7875,1,1,0.2975,true,true,medium,high,high,resolve_conflict,exact_municipality_match,今治市,,今治市,"大西町九王, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=花木山(#39); candidate=summit-candidate:fbd725fc8006e2c8; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
