mountain_no,mountain_name,assignment_status,review_category,proposed_lat,proposed_lon,proposed_ele_m,proposed_coordinate_source,proposed_summit_candidate_id,source_gpx_basename,distance_gemini_to_gpx_candidate_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
148,港山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
149,すくも山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
150,愛ノ山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
152,割石峠山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
153,石墨山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
154,法師山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
155,白猪山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
156,梅ヶ谷山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
157,樽谷山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
158,根無山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
159,権現山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
160,黒岳,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
161,エビラ山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
162,二ッ岳,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
164,出石山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
165,綱繰山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
166,獅子舞の鼻,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
167,冠山,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
168,遠ヶ森,unassigned,conflict_case,,,,,,,,,,0,true,gemini_coordinate_conflict,Gemini grounding index indicates a coordinate conflict across raw responses. Proposing no coordinate to avoid false consensus.
176,永納山(永納山城址),assigned,conflict_case,33.9821643,133.0333086,360.61048094906045,gpx_summit_candidate,summit-candidate:d0f2d4ee46a862c3,yamap_2022-08-26_08_45.gpx,890.6,,-228.6,0.566,true,csv_elevation_mismatch;municipality_adjacent_warning;name_compatibility_warning;multiple_strong_candidates_conflict,
206,古城山,assigned,conflict_case,33.9465786,132.799306,218.9593458353185,gpx_summit_candidate,summit-candidate:82d3009a6c1b2511,yamap_2022-10-03_14_57.gpx,931.3,,-17,0.647,true,name_compatibility_warning;multiple_strong_candidates_conflict,
208,宝ヶ峯,assigned,conflict_case,33.8346163,132.8126367,278.9166666666667,gpx_summit_candidate,summit-candidate:d43fade4de3e33c8,yamap_2023-03-05_11_09.gpx,63,,5.1,0.9025,true,multiple_strong_candidates_conflict,
209,淡路ヶ峠,assigned,conflict_case,33.8346163,132.8126367,278.9166666666667,gpx_summit_candidate,summit-candidate:d43fade4de3e33c8,yamap_2023-03-05_11_09.gpx,676.6,,-5.9,0.766,true,multiple_strong_candidates_conflict,
222,西赤石山,assigned,conflict_case,33.8594931,133.3189152,1423.68,gpx_summit_candidate,summit-candidate:a557f14fb032a808,yamap_2022-11-26_04_41.gpx,439.5,,202.3,0.6705,true,csv_elevation_mismatch;name_compatibility_warning;multiple_strong_candidates_conflict,
238,冠岳,assigned,conflict_case,33.6828739,132.9084423,845.2599999999999,gpx_summit_candidate,summit-candidate:4ffd2320af7e6acc,yamap_2023-04-09_09_08.gpx,656.1,,534.7,0.6025,true,csv_elevation_mismatch;name_compatibility_warning;multiple_strong_candidates_conflict,
264,大黒山,assigned,conflict_case,33.2001402,132.60837,1084.0533333333333,gpx_summit_candidate,summit-candidate:f7e5fd7b11eb7bd4,yamap_2024-02-24_07_06.gpx,607.4,,21.9,0.647,true,name_compatibility_warning;multiple_strong_candidates_conflict,
288,串ヶ森,assigned,conflict_case,33.1905947,132.6094331,1155.4333072605007,gpx_summit_candidate,summit-candidate:7ceb76663c2bb81b,yamap_2022-04-08_09_33.gpx,543.1,,4.6,0.616,true,municipality_adjacent_warning;name_compatibility_warning;multiple_strong_candidates_conflict,
311,子持権現山,assigned,conflict_case,33.7942477,133.2060388,1850.4420465524036,gpx_summit_candidate,summit-candidate:f09a1f754bcb761e,yamap_2022-07-10_07_25.gpx,685.7,,-177.4,0.526,true,csv_elevation_mismatch;municipality_mismatch;name_compatibility_warning,
357,尉之山,assigned,conflict_case,33.8778648,132.8306597,414.2866666666667,gpx_summit_candidate,summit-candidate:ea33d870d4700a56,yamap_2022-03-03_10_47.gpx,339.6,,-31.3,0.697,true,name_compatibility_warning;multiple_strong_candidates_conflict,
396,高土の峰,assigned,conflict_case,33.7134297,132.824108,731.4733333333334,gpx_summit_candidate,summit-candidate:02fa4cfab6fa90d3,yamap_2022-12-12_08_41.gpx,799,,62.5,0.532,true,municipality_mismatch;name_compatibility_warning,
417,東黒森,assigned,conflict_case,33.7826057,133.2367653,1731.0666666666668,gpx_summit_candidate,summit-candidate:20f1c44b99e3d708,yamap_2025-07-06_09_43.gpx,949.7,,1.9,0.6705,true,municipality_mismatch,
422,天狗ノ森,assigned,conflict_case,33.4805132,133.0152222,1479.58,gpx_summit_candidate,summit-candidate:54dc6f5d29d60052,yamap_2025-08-15_09_21.gpx,349.5,,5.4,0.716,true,municipality_mismatch,
424,千秋寺山,assigned,conflict_case,33.8667446,132.768519,165.84333333333333,gpx_summit_candidate,summit-candidate:084fa7c9e55252dc,yamap_2026-03-11_10_35.gpx,983.5,,-8.8,0.6525,true,name_compatibility_warning;multiple_strong_candidates_conflict,
427,剣山,assigned,conflict_case,33.7605415,133.1358584,1647.683322091346,gpx_summit_candidate,summit-candidate:65906dbbd6e5b747,yamap_2025-09-07_08_00.gpx,552.3,,-20.7,0.556,true,municipality_mismatch;name_compatibility_warning,
428,東光森山,assigned,conflict_case,33.8146236,133.3260701,1691.2766666666666,gpx_summit_candidate,summit-candidate:c256cfef3720557f,yamap_2022-11-26_04_41.gpx,518.3,,-205.3,0.5115,true,csv_elevation_mismatch;municipality_mismatch;name_compatibility_warning;multiple_strong_candidates_conflict,
431,大座礼山,assigned,conflict_case,33.8353414,133.4313475,1369.4399999999998,gpx_summit_candidate,summit-candidate:69652a1c97f3b2eb,yamap_2025-09-27_06_52.gpx,749.5,,217.6,0.5205,true,csv_elevation_mismatch;municipality_mismatch;name_compatibility_warning,
477,笠松山東峰,assigned,conflict_case,33.9801287,133.0507842,98.37666666666667,gpx_summit_candidate,summit-candidate:1ed32ce6414c2781,yamap_2022-12-25_13_36.gpx,733.2,,228.6,0.5025,true,csv_elevation_mismatch;municipality_mismatch;name_compatibility_warning,
478,尻割山,assigned,conflict_case,33.1848651,132.6159575,1162.2731411431716,gpx_summit_candidate,summit-candidate:91ebf1d99654d5b2,yamap_2022-04-08_09_33.gpx,440.6,,-182.3,0.667,true,csv_elevation_mismatch;name_compatibility_warning;multiple_strong_candidates_conflict,
