mountain_no,mountain_name,assignment_status,review_category,proposed_lat,proposed_lon,proposed_ele_m,proposed_coordinate_source,proposed_summit_candidate_id,source_gpx_basename,distance_gemini_to_gpx_candidate_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
29,高山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
30,勝岡山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
31,西山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
32,岩子山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
33,経ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
34,護摩ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
35,御岳山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
36,石槌山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
37,日王山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
38,重茂山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
39,花木山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
40,ヌタノサコ,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
41,城山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
42,水梨山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
43,向山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
44,稔山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
45,菊ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
46,道後山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
47,倉谷山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
48,芝ヶ峠,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
51,中坂山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
56,潮見山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
57,十門山(十門城址),unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
59,忽那山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
60,鬼ヶ城山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
61,三本杭,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
62,八面山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
64,大月山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
67,甲が森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
68,三滝山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
69,雨包山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
70,源氏ヶ駄場（薊野峰）,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
85,赤星山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
90,割石東山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
92,堂ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
94,自念子ノ頭,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
95,勝山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
98,積善山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
104,横山(横山城址),unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
111,龍石山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
112,子持山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
113,大峰ヶ台,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
124,伊勢山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
125,久司山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
127,古法皇山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
130,高文殊山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
131,三本榎,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
133,戸祇御前山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
138,前赤石山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
139,黒崎山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
143,中三方ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
144,古権現山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
145,楢原山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
146,西港山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
151,冨士山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
163,鹿島山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
169,扇山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
173,近見山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
174,唐子山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
189,権現山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
192,鉢ヶ森（鉢ヶ森城址）,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
193,護摩ヶ森（護摩ヶ森城址）,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
201,金比羅山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
215,真城ヶ台,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
216,千羽ヶ岳,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
225,下兜山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
228,餓鬼ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
229,船野山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
232,奥之城山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
243,丸山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
246,四辻ノ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
247,三光ノ辻山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
249,羽子山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
250,観音森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
251,三森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
252,総津権現山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
257,大空山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
259,宝股山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
261,鳥屋ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
262,熊ガ峰,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
263,権現山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
265,譲ヶ葉森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
270,毛山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
271,白石山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
272,観音岳,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
273,音無山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
274,天ガ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
275,夫婦山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
277,観音山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
278,国見山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
291,二箆山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
292,西雑誌山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
293,気多山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
296,桂ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
300,面河山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
301,丸笹山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
302,丸滝山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
305,椿山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
308,二反山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
310,薬師山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
314,宅並山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
315,岩屋山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
317,伊予富士,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
318,中津山(明神山),unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
324,一の森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
328,笹ヶ峰,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
330,天堤山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
342,立烏帽子山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
346,スクモ塚,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
348,長者森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
354,滝山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
356,皿が森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
360,松葉山（松葉城址）,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
361,烏殿,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
362,御篠山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
366,弥八山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
369,垣生山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
370,金子山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
371,八堂山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
373,カレイ山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
374,念仏山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
377,八幡山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
378,要害山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
379,高穴山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
380,高仙山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
383,無宗天山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
384,綱付山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
385,幻城上城,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
386,幻城下城,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
387,階上山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
388,姫政山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
389,館山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
390,高森山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
391,大登山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
393,泰ノ山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
404,コクゾ峰,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
405,加塚山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
406,新谷神南山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
408,笠成山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
416,谷崎山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
420,正木ノ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
421,五段城,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
425,黒川山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
430,三ッ森山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
436,大峰,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
437,堂堂山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
438,堂所山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
440,霧立山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
441,地蔵山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
442,天道ヶ頭,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
443,根太山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
447,峠ヶ森,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
448,雨森山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
451,陣が森岳,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
452,黒岩岳,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
453,大判山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
457,槇ノ山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
458,遠見山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
460,牛の峰,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
468,町木山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
475,登議城山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
476,愛宕山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
481,呉石山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
482,峰畑山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
483,白木山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
486,長山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
487,高研山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
489,雨乞山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
492,雨霧山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
495,雨乞山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
496,鼻欠山,unassigned,no_assignment,,,,,,,,,,0,true,no_usable_grounding,No usable Gemini coordinates and no strong fallback candidate available.
